tid,vet75x80,citizen,gq,speakeng,sex,steppop,subfam,cbsftype,vet55x64,marst,vetstat,migpuma,statefip,vetother,occ1990,CONDITION
18946,1,9,9,0,0,1,0,0,0,0,8,793,0,0,0,
18947,1,9,9,0,0,1,0,0,0,0,8,793,0,0,0,
18948,1,9,9,0,0,1,0,0,0,0,8,793,0,0,0,
18949,1,9,9,0,0,1,0,0,0,0,8,794,0,0,0,
18950,1,9,9,0,0,1,0,0,0,0,8,794,0,0,0,
18951,1,9,9,0,0,1,0,0,0,0,8,794,0,0,0,
18952,1,9,9,0,0,1,0,0,0,0,8,794,0,0,0,
18953,1,9,9,0,0,1,0,0,0,0,8,794,0,0,0,
18954,1,9,9,0,0,1,0,0,0,0,8,795,0,0,0,
18955,1,9,9,0,0,1,0,0,0,0,8,795,0,0,0,
18956,1,9,9,0,0,1,0,0,0,0,8,795,0,0,0,
18957,1,9,9,0,0,1,0,0,0,0,8,795,0,0,0,
18958,1,9,9,0,0,1,0,0,0,0,8,796,0,0,0,
18959,1,9,9,0,0,1,0,0,0,0,8,796,0,0,0,
18960,1,9,9,0,0,1,0,0,0,0,8,796,0,0,0,
18961,1,9,9,0,0,1,0,0,0,0,8,796,0,0,0,
18962,1,9,9,0,0,1,0,0,0,0,8,796,0,0,0,
18963,1,9,9,0,0,1,0,0,0,0,8,796,0,0,0,
18964,1,9,9,0,0,1,0,0,0,0,8,798,0,0,0,
18965,1,9,9,0,0,1,0,0,0,0,8,798,0,0,0,
18966,1,9,9,0,0,1,0,0,0,0,8,798,0,0,0,
18967,1,9,9,0,0,1,0,0,0,0,8,801,0,0,0,
18968,1,9,9,0,0,1,0,0,0,0,8,801,0,0,0,
18969,1,9,9,0,0,1,0,0,0,0,8,802,0,0,0,
18970,1,9,9,0,0,1,0,0,0,0,8,802,0,0,0,
18971,1,9,9,0,0,1,0,0,0,0,8,802,0,0,0,
18972,1,9,9,0,0,1,0,0,0,0,8,803,0,0,0,
18973,1,9,9,0,0,1,0,0,0,0,8,804,0,0,0,
18974,1,9,9,0,0,1,0,0,0,0,8,805,0,0,0,
18975,1,9,9,0,0,1,0,0,0,0,8,806,0,0,0,
18976,1,9,9,0,0,1,0,0,0,0,8,807,0,0,0,
18977,1,9,9,0,0,1,0,0,0,0,8,808,0,0,0,
18978,1,9,9,0,0,1,0,0,0,0,8,809,0,0,0,
18979,1,9,9,0,0,1,0,0,0,0,8,810,0,0,0,
18980,1,9,9,0,0,1,0,0,0,0,8,811,0,0,0,
18981,1,9,9,0,0,1,0,0,0,0,8,812,0,0,0,
18982,1,9,9,0,0,1,0,0,0,0,8,813,0,0,0,
18983,1,9,9,0,0,1,0,0,0,0,8,814,0,0,0,
18984,1,9,9,0,0,1,0,0,0,0,8,815,0,0,0,
18985,1,9,9,0,0,1,0,0,0,0,8,816,0,0,0,
18986,1,9,9,0,0,1,0,0,0,0,8,817,0,0,0,
18987,1,9,9,0,0,1,0,0,0,0,8,818,0,0,0,
18988,1,9,9,0,0,1,0,0,0,0,8,819,0,0,0,
18989,1,9,9,0,0,1,0,0,0,0,8,820,0,0,0,
18990,1,9,9,0,0,1,0,0,0,0,8,821,0,0,0,
18991,1,9,9,0,0,1,0,0,0,0,8,822,0,0,0,
18992,1,9,9,0,0,1,0,0,0,0,8,823,0,0,0,
18993,1,9,9,0,0,1,0,0,0,0,8,824,0,0,0,
18994,1,9,9,0,0,1,0,0,0,0,8,825,0,0,0,
18995,1,9,9,0,0,1,0,0,0,0,8,826,0,0,0,
18996,1,9,9,0,0,1,0,0,0,0,8,827,0,0,0,
18997,1,9,9,0,0,1,0,0,0,0,8,828,0,0,0,
18998,1,9,9,0,0,1,0,0,0,0,8,828,0,0,0,
18999,1,9,9,0,0,1,0,0,0,0,8,828,0,0,0,
19000,1,9,9,0,0,1,0,0,0,0,8,828,0,0,0,
19001,1,9,9,0,0,1,0,0,0,0,8,829,0,0,0,
19002,1,9,9,0,0,1,0,0,0,0,8,829,0,0,0,
19003,1,9,9,0,0,1,0,0,0,0,8,829,0,0,0,
19004,1,9,9,0,0,1,0,0,0,0,8,829,0,0,0,
19005,1,9,9,0,0,1,0,0,0,0,8,830,0,0,0,
19006,1,9,9,0,0,1,0,0,0,0,8,830,0,0,0,
19007,1,9,9,0,0,1,0,0,0,0,8,830,0,0,0,
19008,1,9,9,0,0,1,0,0,0,0,8,830,0,0,0,
19009,1,9,9,0,0,1,0,0,0,0,8,831,0,0,0,
19010,1,9,9,0,0,1,0,0,0,0,8,831,0,0,0,
19011,1,9,9,0,0,1,0,0,0,0,8,832,0,0,0,
19012,1,9,9,0,0,1,0,0,0,0,8,832,0,0,0,
19013,1,9,9,0,0,1,0,0,0,0,8,832,0,0,0,
19014,1,9,9,0,0,1,0,0,0,0,8,833,0,0,0,
19015,1,9,9,0,0,1,0,0,0,0,8,834,0,0,0,
19016,1,9,9,0,0,1,0,0,0,0,8,834,0,0,0,
19017,1,9,9,0,0,1,0,0,0,0,8,835,0,0,0,
19018,1,9,9,0,0,1,0,0,0,0,8,835,0,0,0,
19019,1,9,9,0,0,1,0,0,0,0,8,836,0,0,0,
19020,1,9,9,0,0,1,0,0,0,0,8,836,0,0,0,
19021,1,9,9,0,0,1,0,0,0,0,8,837,0,0,0,
19022,1,9,9,0,0,1,0,0,0,0,8,838,0,0,0,
19023,1,9,9,0,0,1,0,0,0,0,8,839,0,0,0,
19024,1,9,9,0,0,1,0,0,0,0,8,840,0,0,0,
19025,1,9,9,0,0,1,0,0,0,0,8,841,0,0,0,
19026,1,9,9,0,0,1,0,0,0,0,8,842,0,0,0,
19027,1,9,9,0,0,1,0,0,0,0,8,843,0,0,0,
19028,1,9,9,0,0,1,0,0,0,0,8,844,0,0,0,
19029,1,9,9,0,0,1,0,0,0,0,8,845,0,0,0,
19030,1,9,9,0,0,1,0,0,0,0,8,846,0,0,0,
19031,1,9,9,0,0,1,0,0,0,0,8,847,0,0,0,
19032,1,9,9,0,0,1,0,0,0,0,8,848,0,0,0,
19033,1,9,9,0,0,1,0,0,0,0,8,849,0,0,0,
19034,1,9,9,0,0,1,0,0,0,0,8,850,0,0,0,
19035,1,9,9,0,0,1,0,0,0,0,8,851,0,0,0,
19036,1,9,9,0,0,1,0,0,0,0,8,852,0,0,0,
19037,1,9,9,0,0,1,0,0,0,0,8,853,0,0,0,
19038,1,9,9,0,0,1,0,0,0,0,8,854,0,0,0,
19039,1,9,9,0,0,1,0,0,0,0,8,855,0,0,0,
19040,1,9,9,0,0,1,0,0,0,0,8,856,0,0,0,
19041,1,9,9,0,0,1,0,0,0,0,8,857,0,0,0,
19042,1,9,9,0,0,1,0,0,0,0,8,858,0,0,0,
19043,1,9,9,0,0,1,0,0,0,0,8,859,0,0,0,
19044,1,9,9,0,0,1,0,0,0,0,8,860,0,0,0,
19045,1,9,9,0,0,1,0,0,0,0,8,861,0,0,0,
19046,1,9,9,0,0,1,0,0,0,0,8,862,0,0,0,
19047,1,9,9,0,0,1,0,0,0,0,8,863,0,0,0,
19048,1,9,9,0,0,1,0,0,0,0,8,864,0,0,0,
19049,1,9,9,0,0,1,0,0,0,0,8,865,0,0,0,
19050,1,9,9,0,0,1,0,0,0,0,8,866,0,0,0,
19051,1,9,9,0,0,1,0,0,0,0,8,867,0,0,0,
19052,1,9,9,0,0,1,0,0,0,0,8,868,0,0,0,
19053,1,9,9,0,0,1,0,0,0,0,8,869,0,0,0,
19054,1,9,9,0,0,1,0,0,0,0,8,870,0,0,0,
19055,1,9,9,0,0,1,0,0,0,0,8,871,0,0,0,
19056,1,9,9,0,0,1,0,0,0,0,8,872,0,0,0,
19057,1,9,9,0,0,1,0,0,0,0,8,873,0,0,0,
19058,1,9,9,0,0,1,0,0,0,0,8,874,0,0,0,
19059,1,9,9,0,0,1,0,0,0,0,8,875,0,0,0,
19060,1,9,9,0,0,1,0,0,0,0,8,876,0,0,0,
19061,1,9,9,0,0,1,0,0,0,0,8,877,0,0,0,
19062,1,9,9,0,0,1,0,0,0,0,8,877,0,0,0,
19063,1,9,9,0,0,1,0,0,0,0,8,877,0,0,0,
19064,1,9,9,0,0,1,0,0,0,0,8,878,0,0,0,
19065,1,9,9,0,0,1,0,0,0,0,8,878,0,0,0,
19066,1,9,9,0,0,1,0,0,0,0,8,879,0,0,0,
19067,1,9,9,0,0,1,0,0,0,0,8,879,0,0,0,
19068,1,9,9,0,0,1,0,0,0,0,8,880,0,0,0,
19069,1,9,9,0,0,1,0,0,0,0,8,880,0,0,0,
19070,1,9,9,0,0,1,0,0,0,0,8,880,0,0,0,
19071,1,9,9,0,0,1,0,0,0,0,8,881,0,0,0,
19072,1,9,9,0,0,1,0,0,0,0,8,881,0,0,0,
19073,1,9,9,0,0,1,0,0,0,0,8,882,0,0,0,
19074,1,9,9,0,0,1,0,0,0,0,8,882,0,0,0,
19075,1,9,9,0,0,1,0,0,0,0,8,882,0,0,0,
19076,1,9,9,0,0,1,0,0,0,0,8,882,0,0,0,
19077,1,9,9,0,0,1,0,0,0,0,8,883,0,0,0,
19078,1,9,9,0,0,1,0,0,0,0,8,883,0,0,0,
19079,1,9,9,0,0,1,0,0,0,0,8,883,0,0,0,
19080,1,9,9,0,0,1,0,0,0,0,8,883,0,0,0,
19081,1,9,9,0,0,1,0,0,0,0,8,883,0,0,0,
19082,1,9,9,0,0,1,0,0,0,0,8,885,0,0,0,
19083,1,9,9,0,0,1,0,0,0,0,8,885,0,0,0,
19084,1,9,9,0,0,1,0,0,0,0,8,885,0,0,0,
19085,1,9,9,0,0,1,0,0,0,0,8,886,0,0,0,
19086,1,9,9,0,0,1,0,0,0,0,8,886,0,0,0,
19087,1,9,9,0,0,1,0,0,0,0,8,886,0,0,0,
19088,1,9,9,0,0,1,0,0,0,0,8,887,0,0,0,
19089,1,9,9,0,0,1,0,0,0,0,8,887,0,0,0,
19090,1,9,9,0,0,1,0,0,0,0,8,887,0,0,0,
19091,1,9,9,0,0,1,0,0,0,0,8,888,0,0,0,
19092,1,9,9,0,0,1,0,0,0,0,8,889,0,0,0,
19093,1,9,9,0,0,1,0,0,0,0,8,889,0,0,0,
19094,1,9,9,0,0,1,0,0,0,0,8,889,0,0,0,
19095,1,9,9,0,0,1,0,0,0,0,8,889,0,0,0,
19096,1,9,9,0,0,1,0,0,0,0,8,890,0,0,0,
19097,1,9,9,0,0,1,0,0,0,0,8,890,0,0,0,
19098,1,9,9,0,0,1,0,0,0,0,8,891,0,0,0,
19099,1,9,9,0,0,1,0,0,0,0,8,891,0,0,0,
19100,1,9,9,0,0,1,0,0,0,0,8,892,0,0,0,
19101,1,9,9,0,0,1,0,0,0,0,8,892,0,0,0,
19102,1,9,9,0,0,1,0,0,0,0,8,893,0,0,0,
19103,1,9,9,0,0,1,0,0,0,0,8,893,0,0,0,
19104,1,9,9,0,0,1,0,0,0,0,8,893,0,0,0,
19105,1,9,9,0,0,1,0,0,0,0,8,894,0,0,0,
19106,1,9,9,0,0,1,0,0,0,0,8,894,0,0,0,
19107,1,9,9,0,0,1,0,0,0,0,8,894,0,0,0,
19108,1,9,9,0,0,1,0,0,0,0,8,894,0,0,0,
19109,1,9,9,0,0,1,0,0,0,0,8,895,0,0,0,
19110,1,9,9,0,0,1,0,0,0,0,8,895,0,0,0,
19111,1,9,9,0,0,1,0,0,0,0,8,895,0,0,0,
19112,1,9,9,0,0,1,0,0,0,0,8,895,0,0,0,
19113,1,9,9,0,0,1,0,0,0,0,8,896,0,0,0,
19114,1,9,9,0,0,1,0,0,0,0,8,896,0,0,0,
19115,1,9,9,0,0,1,0,0,0,0,8,896,0,0,0,
19116,1,9,9,0,0,1,0,0,0,0,8,897,0,0,0,
19117,1,9,9,0,0,1,0,0,0,0,8,897,0,0,0,
19118,1,9,9,0,0,1,0,0,0,0,8,897,0,0,0,
19119,1,9,9,0,0,1,0,0,0,0,8,897,0,0,0,
19120,1,9,9,0,0,1,0,0,0,0,8,898,0,0,0,
19121,1,9,9,0,0,1,0,0,0,0,8,898,0,0,0,
19122,1,9,9,0,0,1,0,0,0,0,8,899,0,0,0,
19123,1,9,9,0,0,1,0,0,0,0,8,899,0,0,0,
19124,1,9,9,0,0,1,0,0,0,0,8,900,0,0,0,
19125,1,9,9,0,0,1,0,0,0,0,8,900,0,0,0,
19126,1,9,9,0,0,1,0,0,0,0,8,901,0,0,0,
19127,1,9,9,0,0,1,0,0,0,0,8,901,0,0,0,
19128,1,9,9,0,0,1,0,0,0,0,8,902,0,0,0,
19129,1,9,9,0,0,1,0,0,0,0,8,902,0,0,0,
19130,1,9,9,0,0,1,0,0,0,0,8,903,0,0,0,
19131,1,9,9,0,0,1,0,0,0,0,8,903,0,0,0,
19132,1,9,9,0,0,1,0,0,0,0,8,903,0,0,0,
19133,1,9,9,0,0,1,0,0,0,0,8,903,0,0,0,
19134,1,9,9,0,0,1,0,0,0,0,8,903,0,0,0,
19135,1,9,9,0,0,1,0,0,0,0,8,904,0,0,0,
19136,1,9,9,0,0,1,0,0,0,0,8,904,0,0,0,
19137,1,9,9,0,0,1,0,0,0,0,8,904,0,0,0,
19138,1,9,9,0,0,1,0,0,0,0,8,904,0,0,0,
19139,1,9,9,0,0,1,0,0,0,0,8,905,0,0,0,
19140,1,9,9,0,0,1,0,0,0,0,8,905,0,0,0,
19141,1,9,9,0,0,1,0,0,0,0,8,906,0,0,0,
19142,1,9,9,0,0,1,0,0,0,0,8,906,0,0,0,
19143,1,9,9,0,0,1,0,0,0,0,8,906,0,0,0,
19144,1,9,9,0,0,1,0,0,0,0,8,907,0,0,0,
19145,1,9,9,0,0,1,0,0,0,0,8,907,0,0,0,
19146,1,9,9,0,0,1,0,0,0,0,8,908,0,0,0,
19147,1,9,9,0,0,1,0,0,0,0,8,908,0,0,0,
19148,1,9,9,0,0,1,0,0,0,0,8,908,0,0,0,
19149,1,9,9,0,0,1,0,0,0,0,8,909,0,0,0,
19150,1,9,9,0,0,1,0,0,0,0,8,909,0,0,0,
19151,1,9,9,0,0,1,0,0,0,0,8,909,0,0,0,
19152,1,9,9,0,0,1,0,0,0,0,8,909,0,0,0,
19153,1,9,9,0,0,1,0,0,0,0,8,909,0,0,0,
19154,1,9,9,0,0,1,0,0,0,0,8,910,0,0,0,
19155,1,9,9,0,0,1,0,0,0,0,8,910,0,0,0,
19156,1,9,9,0,0,1,0,0,0,0,8,910,0,0,0,
19157,1,9,9,0,0,1,0,0,0,0,8,911,0,0,0,
19158,1,9,9,0,0,1,0,0,0,0,8,912,0,0,0,
19159,1,9,9,0,0,1,0,0,0,0,8,912,0,0,0,
19160,1,9,9,0,0,1,0,0,0,0,8,912,0,0,0,
19161,1,9,9,0,0,1,0,0,0,0,8,913,0,0,0,
19162,1,9,9,0,0,1,0,0,0,0,8,913,0,0,0,
19163,1,9,9,0,0,1,0,0,0,0,8,913,0,0,0,
19164,1,9,9,0,0,1,0,0,0,0,8,913,0,0,0,
19165,1,9,9,0,0,1,0,0,0,0,8,914,0,0,0,
19166,1,9,9,0,0,1,0,0,0,0,8,915,0,0,0,
19167,1,9,9,0,0,1,0,0,0,0,8,915,0,0,0,
19168,1,9,9,0,0,1,0,0,0,0,8,915,0,0,0,
19169,1,9,9,0,0,1,0,0,0,0,8,916,0,0,0,
19170,1,9,9,0,0,1,0,0,0,0,8,916,0,0,0,
19171,1,9,9,0,0,1,0,0,0,0,8,917,0,0,0,
19172,1,9,9,0,0,1,0,0,0,0,8,917,0,0,0,
19173,1,9,9,0,0,1,0,0,0,0,8,917,0,0,0,
19174,1,9,9,0,0,1,0,0,0,0,8,918,0,0,0,
19175,1,9,9,0,0,1,0,0,0,0,8,918,0,0,0,
19176,1,9,9,0,0,1,0,0,0,0,8,918,0,0,0,
19177,1,9,9,0,0,1,0,0,0,0,8,920,0,0,0,
19178,1,9,9,0,0,1,0,0,0,0,8,920,0,0,0,
19179,1,9,9,0,0,1,0,0,0,0,8,920,0,0,0,
19180,1,9,9,0,0,1,0,0,0,0,8,920,0,0,0,
19181,1,9,9,0,0,1,0,0,0,0,8,921,0,0,0,
19182,1,9,9,0,0,1,0,0,0,0,8,921,0,0,0,
19183,1,9,9,0,0,1,0,0,0,0,8,921,0,0,0,
19184,1,9,9,0,0,1,0,0,0,0,8,922,0,0,0,
19185,1,9,9,0,0,1,0,0,0,0,8,922,0,0,0,
19186,1,9,9,0,0,1,0,0,0,0,8,922,0,0,0,
19187,1,9,9,0,0,1,0,0,0,0,8,923,0,0,0,
19188,1,9,9,0,0,1,0,0,0,0,8,923,0,0,0,
19189,1,9,9,0,0,1,0,0,0,0,8,923,0,0,0,
19190,1,9,9,0,0,1,0,0,0,0,8,923,0,0,0,
19191,1,9,9,0,0,1,0,0,0,0,8,924,0,0,0,
19192,1,9,9,0,0,1,0,0,0,0,8,924,0,0,0,
19193,1,9,9,0,0,1,0,0,0,0,8,924,0,0,0,
19194,1,9,9,0,0,1,0,0,0,0,8,924,0,0,0,
19195,1,9,9,0,0,1,0,0,0,0,8,925,0,0,0,
19196,1,9,9,0,0,1,0,0,0,0,8,925,0,0,0,
19197,1,9,9,0,0,1,0,0,0,0,8,926,0,0,0,
19198,1,9,9,0,0,1,0,0,0,0,8,926,0,0,0,
19199,1,9,9,0,0,1,0,0,0,0,8,927,0,0,0,
19200,1,9,9,0,0,1,0,0,0,0,8,927,0,0,0,
19201,1,9,9,0,0,1,0,0,0,0,8,927,0,0,0,
19202,1,9,9,0,0,1,0,0,0,0,8,928,0,0,0,
19203,1,9,9,0,0,1,0,0,0,0,8,928,0,0,0,
19204,1,9,9,0,0,1,0,0,0,0,8,929,0,0,0,
19205,1,9,9,0,0,1,0,0,0,0,8,929,0,0,0,
19206,1,9,9,0,0,1,0,0,0,0,8,930,0,0,0,
19207,1,9,9,0,0,1,0,0,0,0,8,930,0,0,0,
19208,1,9,9,0,0,1,0,0,0,0,8,930,0,0,0,
19209,1,9,9,0,0,1,0,0,0,0,8,930,0,0,0,
19210,1,9,9,0,0,1,0,0,0,0,8,931,0,0,0,
19211,1,9,9,0,0,1,0,0,0,0,8,931,0,0,0,
19212,1,9,9,0,0,1,0,0,0,0,8,931,0,0,0,
19213,1,9,9,0,0,1,0,0,0,0,8,931,0,0,0,
19214,1,9,9,0,0,1,0,0,0,0,8,932,0,0,0,
19215,1,9,9,0,0,1,0,0,0,0,8,932,0,0,0,
19216,1,9,9,0,0,1,0,0,0,0,8,932,0,0,0,
19217,1,9,9,0,0,1,0,0,0,0,8,933,0,0,0,
19218,1,9,9,0,0,1,0,0,0,0,8,933,0,0,0,
19219,1,9,9,0,0,1,0,0,0,0,8,934,0,0,0,
19220,1,9,9,0,0,1,0,0,0,0,8,934,0,0,0,
19221,1,9,9,0,0,1,0,0,0,0,8,934,0,0,0,
19222,1,9,9,0,0,1,0,0,0,0,8,934,0,0,0,
19223,1,9,9,0,0,1,0,0,0,0,8,935,0,0,0,
19224,1,9,9,0,0,1,0,0,0,0,8,935,0,0,0,
19225,1,9,9,0,0,1,0,0,0,0,8,936,0,0,0,
19226,1,9,9,0,0,1,0,0,0,0,8,936,0,0,0,
19227,1,9,9,0,0,1,0,0,0,0,8,936,0,0,0,
19228,1,9,9,0,0,1,0,0,0,0,8,936,0,0,0,
19229,1,9,9,0,0,1,0,0,0,0,8,936,0,0,0,
19230,1,9,9,0,0,1,0,0,0,0,8,936,0,0,0,
19231,1,9,9,0,0,1,0,0,0,0,8,937,0,0,0,
19232,1,9,9,0,0,1,0,0,0,0,8,937,0,0,0,
19233,1,9,9,0,0,1,0,0,0,0,8,937,0,0,0,
19234,1,9,9,0,0,1,0,0,0,0,8,937,0,0,0,
19235,1,9,9,0,0,1,0,0,0,0,8,937,0,0,0,
19236,1,9,9,0,0,1,0,0,0,0,8,938,0,0,0,
19237,1,9,9,0,0,1,0,0,0,0,8,938,0,0,0,
19238,1,9,9,0,0,1,0,0,0,0,8,938,0,0,0,
19239,1,9,9,0,0,1,0,0,0,0,8,938,0,0,0,
19240,1,9,9,0,0,1,0,0,0,0,8,938,0,0,0,
19241,1,9,9,0,0,1,0,0,0,0,8,939,0,0,0,
19242,1,9,9,0,0,1,0,0,0,0,8,939,0,0,0,
19243,1,9,9,0,0,1,0,0,0,0,8,939,0,0,0,
19244,1,9,9,0,0,1,0,0,0,0,8,939,0,0,0,
19245,1,9,9,0,0,1,0,0,0,0,8,940,0,0,0,
19246,1,9,9,0,0,1,0,0,0,0,8,940,0,0,0,
19247,1,9,9,0,0,1,0,0,0,0,8,941,0,0,0,
19248,1,9,9,0,0,1,0,0,0,0,8,941,0,0,0,
19249,1,9,9,0,0,1,0,0,0,0,8,942,0,0,0,
19250,1,9,9,0,0,1,0,0,0,0,8,942,0,0,0,
19251,1,9,9,0,0,1,0,0,0,0,8,942,0,0,0,
19252,1,9,9,0,0,1,0,0,0,0,8,942,0,0,0,
19253,1,9,9,0,0,1,0,0,0,0,8,943,0,0,0,
19254,1,9,9,0,0,1,0,0,0,0,8,943,0,0,0,
19255,1,9,9,0,0,1,0,0,0,0,8,943,0,0,0,
19256,1,9,9,0,0,1,0,0,0,0,8,943,0,0,0,
19257,1,9,9,0,0,1,0,0,0,0,8,944,0,0,0,
19258,1,9,9,0,0,1,0,0,0,0,8,944,0,0,0,
19259,1,9,9,0,0,1,0,0,0,0,8,945,0,0,0,
19260,1,9,9,0,0,1,0,0,0,0,8,945,0,0,0,
19261,1,9,9,0,0,1,0,0,0,0,8,945,0,0,0,
19262,1,9,9,0,0,1,0,0,0,0,8,945,0,0,0,
19263,1,9,9,0,0,1,0,0,0,0,8,946,0,0,0,
19264,1,9,9,0,0,1,0,0,0,0,8,946,0,0,0,
19265,1,9,9,0,0,1,0,0,0,0,8,946,0,0,0,
19266,1,9,9,0,0,1,0,0,0,0,8,947,0,0,0,
19267,1,9,9,0,0,1,0,0,0,0,8,947,0,0,0,
19268,1,9,9,0,0,1,0,0,0,0,8,947,0,0,0,
19269,1,9,9,0,0,1,0,0,0,0,8,947,0,0,0,
19270,1,9,9,0,0,1,0,0,0,0,8,947,0,0,0,
19271,1,9,9,0,0,1,0,0,0,0,8,948,0,0,0,
19272,1,9,9,0,0,1,0,0,0,0,8,948,0,0,0,
19273,1,9,9,0,0,1,0,0,0,0,8,948,0,0,0,
19274,1,9,9,0,0,1,0,0,0,0,8,948,0,0,0,
19275,1,9,9,0,0,1,0,0,0,0,8,948,0,0,0,
19276,1,9,9,0,0,1,0,0,0,0,8,949,0,0,0,
19277,1,9,9,0,0,1,0,0,0,0,8,949,0,0,0,
19278,1,9,9,0,0,1,0,0,0,0,8,950,0,0,0,
19279,1,9,9,0,0,1,0,0,0,0,8,950,0,0,0,
19280,1,9,9,0,0,1,0,0,0,0,8,951,0,0,0,
19281,1,9,9,0,0,1,0,0,0,0,8,951,0,0,0,
19282,1,9,9,0,0,1,0,0,0,0,8,951,0,0,0,
19283,1,9,9,0,0,1,0,0,0,0,8,952,0,0,0,
19284,1,9,9,0,0,1,0,0,0,0,8,952,0,0,0,
19285,1,9,9,0,0,1,0,0,0,0,8,952,0,0,0,
19286,1,9,9,0,0,1,0,0,0,0,8,953,0,0,0,
19287,1,9,9,0,0,1,0,0,0,0,8,953,0,0,0,
19288,1,9,9,0,0,1,0,0,0,0,8,953,0,0,0,
19289,1,9,9,0,0,1,0,0,0,0,8,953,0,0,0,
19290,1,9,9,0,0,1,0,0,0,0,8,953,0,0,0,
19291,1,9,9,0,0,1,0,0,0,0,8,954,0,0,0,
19292,1,9,9,0,0,1,0,0,0,0,8,954,0,0,0,
19293,1,9,9,0,0,1,0,0,0,0,8,954,0,0,0,
19294,1,9,9,0,0,1,0,0,0,0,8,954,0,0,0,
19295,1,9,9,0,0,1,0,0,0,0,8,955,0,0,0,
19296,1,9,9,0,0,1,0,0,0,0,8,955,0,0,0,
19297,1,9,9,0,0,1,0,0,0,0,8,955,0,0,0,
19298,1,9,9,0,0,1,0,0,0,0,8,956,0,0,0,
19299,1,9,9,0,0,1,0,0,0,0,8,956,0,0,0,
19300,1,9,9,0,0,1,0,0,0,0,8,956,0,0,0,
19301,1,9,9,0,0,1,0,0,0,0,8,956,0,0,0,
19302,1,9,9,0,0,1,0,0,0,0,8,957,0,0,0,
19303,1,9,9,0,0,1,0,0,0,0,8,957,0,0,0,
19304,1,9,9,0,0,1,0,0,0,0,8,957,0,0,0,
19305,1,9,9,0,0,1,0,0,0,0,8,957,0,0,0,
19306,1,9,9,0,0,1,0,0,0,0,8,957,0,0,0,
19307,1,9,9,0,0,1,0,0,0,0,8,958,0,0,0,
19308,1,9,9,0,0,1,0,0,0,0,8,958,0,0,0,
19309,1,9,9,0,0,1,0,0,0,0,8,959,0,0,0,
19310,1,9,9,0,0,1,0,0,0,0,8,959,0,0,0,
19311,1,9,9,0,0,1,0,0,0,0,8,960,0,0,0,
19312,1,9,9,0,0,1,0,0,0,0,8,960,0,0,0,
19313,1,9,9,0,0,1,0,0,0,0,8,960,0,0,0,
19314,1,9,9,0,0,1,0,0,0,0,8,960,0,0,0,
19315,1,9,9,0,0,1,0,0,0,0,8,960,0,0,0,
19316,1,9,9,0,0,1,0,0,0,0,8,960,0,0,0,
19317,1,9,9,0,0,1,0,0,0,0,8,961,0,0,0,
19318,1,9,9,0,0,1,0,0,0,0,8,961,0,0,0,
19319,1,9,9,0,0,1,0,0,0,0,8,961,0,0,0,
19320,1,9,9,0,0,1,0,0,0,0,8,962,0,0,0,
19321,1,9,9,0,0,1,0,0,0,0,8,962,0,0,0,
19322,1,9,9,0,0,1,0,0,0,0,8,962,0,0,0,
19323,1,9,9,0,0,1,0,0,0,0,8,962,0,0,0,
19324,1,9,9,0,0,1,0,0,0,0,8,963,0,0,0,
19325,1,9,9,0,0,1,0,0,0,0,8,963,0,0,0,
19326,1,9,9,0,0,1,0,0,0,0,8,963,0,0,0,
19327,1,9,9,0,0,1,0,0,0,0,8,963,0,0,0,
19328,1,9,9,0,0,1,0,0,0,0,8,964,0,0,0,
19329,1,9,9,0,0,1,0,0,0,0,8,964,0,0,0,
19330,1,9,9,0,0,1,0,0,0,0,8,964,0,0,0,
19331,1,9,9,0,0,1,0,0,0,0,8,964,0,0,0,
19332,1,9,9,0,0,1,0,0,0,0,8,965,0,0,0,
19333,1,9,9,0,0,1,0,0,0,0,8,965,0,0,0,
19334,1,9,9,0,0,1,0,0,0,0,8,965,0,0,0,
19335,1,9,9,0,0,1,0,0,0,0,8,966,0,0,0,
19336,1,9,9,0,0,1,0,0,0,0,8,966,0,0,0,
19337,1,9,9,0,0,1,0,0,0,0,8,966,0,0,0,
19338,1,9,9,0,0,1,0,0,0,0,8,967,0,0,0,
19339,1,9,9,0,0,1,0,0,0,0,8,967,0,0,0,
19340,1,9,9,0,0,1,0,0,0,0,8,967,0,0,0,
19341,1,9,9,0,0,1,0,0,0,0,8,967,0,0,0,
19342,1,9,9,0,0,1,0,0,0,0,8,967,0,0,0,
19343,1,9,9,0,0,1,0,0,0,0,8,968,0,0,0,
19344,1,9,9,0,0,1,0,0,0,0,8,968,0,0,0,
19345,1,9,9,0,0,1,0,0,0,0,8,968,0,0,0,
19346,1,9,9,0,0,1,0,0,0,0,8,968,0,0,0,
19347,1,9,9,0,0,1,0,0,0,0,8,969,0,0,0,
19348,1,9,9,0,0,1,0,0,0,0,8,969,0,0,0,
19349,1,9,9,0,0,1,0,0,0,0,8,969,0,0,0,
19350,1,9,9,0,0,1,0,0,0,0,8,970,0,0,0,
19351,1,9,9,0,0,1,0,0,0,0,8,970,0,0,0,
19352,1,9,9,0,0,1,0,0,0,0,8,970,0,0,0,
19353,1,9,9,0,0,1,0,0,0,0,8,970,0,0,0,
19354,1,9,9,0,0,1,0,0,0,0,8,971,0,0,0,
